status	url	resolved_url
200	https://www.dsimons.org/lassa/images/silent_districts_map.png	https://www.dsimons.org/lassa/images/silent_districts_map.png
200	https://www.dsimons.org/lassa/images/urban_shield_decoupling.png	https://www.dsimons.org/lassa/images/urban_shield_decoupling.png
200	https://www.dsimons.org/lassa/lassa_fever_chapter.html	https://www.dsimons.org/lassa/lassa_fever_chapter.html
200	https://www.dsimons.org/lassa/lassa_phylogenetics.html	https://www.dsimons.org/lassa/lassa_phylogenetics.html
200	https://www.dsimons.org/lassa/lassa_underreporting.html	https://www.dsimons.org/lassa/lassa_underreporting.html
200	https://www.dsimons.org/lassa/lassa_urbanisation.html	https://www.dsimons.org/lassa/lassa_urbanisation.html
200	https://www.dsimons.org/lassa/lips_assay.html	https://www.dsimons.org/lassa/lips_assay.html
200	https://www.dsimons.org/lassa/one_health.html	https://www.dsimons.org/lassa/one_health.html
200	https://www.dsimons.org/lassa/rodent_activity.html	https://www.dsimons.org/lassa/rodent_activity.html
200	https://www.dsimons.org/lassa/rodent_network.html	https://www.dsimons.org/lassa/rodent_network.html
200	https://www.dsimons.org/lassa/rodent_trapping.html	https://www.dsimons.org/lassa/rodent_trapping.html
200	https://www.dsimons.org/lassa/rodent_trapping_review.html	https://www.dsimons.org/lassa/rodent_trapping_review.html
200	https://www.dsimons.org/lassa/SCAPES.html	https://www.dsimons.org/lassa/SCAPES.html
200	https://www.dsimons.org/lassa/scapes_human_serosurvey.html	https://www.dsimons.org/lassa/scapes_human_serosurvey.html
200	https://www.dsimons.org/lassa/web_app.html	https://www.dsimons.org/lassa/web_app.html
404	https://www.dsimons.org/lassa_urbanisation.qmd	https://www.dsimons.org/lassa_urbanisation.qmd
200	https://www.dsimons.org/monkeypox.html	https://www.dsimons.org/monkeypox.html
200	https://www.dsimons.org/monkeypox/community_transmission.html	https://www.dsimons.org/monkeypox/community_transmission.html
200	https://www.dsimons.org/monkeypox/images/community_transmission.png	https://www.dsimons.org/monkeypox/images/community_transmission.png
200	https://www.dsimons.org/monkeypox/images/monkeypox_emergence.jpg	https://www.dsimons.org/monkeypox/images/monkeypox_emergence.jpg
200	https://www.dsimons.org/monkeypox/monkeypox_emergence.html	https://www.dsimons.org/monkeypox/monkeypox_emergence.html
200	https://www.dsimons.org/open_science.html	https://www.dsimons.org/open_science.html
200	https://www.dsimons.org/open_science/images/map_liberator_results.png	https://www.dsimons.org/open_science/images/map_liberator_results.png
200	https://www.dsimons.org/open_science/images/map_liberator_split.png	https://www.dsimons.org/open_science/images/map_liberator_split.png
200	https://www.dsimons.org/open_science/images/pharos.jpg	https://www.dsimons.org/open_science/images/pharos.jpg
200	https://www.dsimons.org/open_science/images/sitetool_interface.jpg	https://www.dsimons.org/open_science/images/sitetool_interface.jpg
200	https://www.dsimons.org/open_science/map_liberator.html	https://www.dsimons.org/open_science/map_liberator.html
200	https://www.dsimons.org/open_science/minimum_data_standard.html	https://www.dsimons.org/open_science/minimum_data_standard.html
200	https://www.dsimons.org/open_science/site_tool.html	https://www.dsimons.org/open_science/site_tool.html
200	https://www.dsimons.org/others.html	https://www.dsimons.org/others.html
200	https://www.dsimons.org/others/asf.html	https://www.dsimons.org/others/asf.html
200	https://www.dsimons.org/others/digital_health.html	https://www.dsimons.org/others/digital_health.html
200	https://www.dsimons.org/others/images/asf_framework.svg	https://www.dsimons.org/others/images/asf_framework.svg
200	https://www.dsimons.org/others/images/asf_map.png	https://www.dsimons.org/others/images/asf_map.png
200	https://www.dsimons.org/others/images/digital_health.png	https://www.dsimons.org/others/images/digital_health.png
200	https://www.dsimons.org/others/images/europe_asf.gif	https://www.dsimons.org/others/images/europe_asf.gif
200	https://www.dsimons.org/others/images/pprv.jpg	https://www.dsimons.org/others/images/pprv.jpg
200	https://www.dsimons.org/others/pprv.html	https://www.dsimons.org/others/pprv.html
200	https://www.dsimons.org/policy.html	https://www.dsimons.org/policy.html
200	https://www.dsimons.org/policy/bon_framework.html	https://www.dsimons.org/policy/bon_framework.html
200	https://www.dsimons.org/policy/ecdc_elearning.html	https://www.dsimons.org/policy/ecdc_elearning.html
200	https://www.dsimons.org/policy/images/bon_framework.png	https://www.dsimons.org/policy/images/bon_framework.png
200	https://www.dsimons.org/policy/images/india_casestudy.png	https://www.dsimons.org/policy/images/india_casestudy.png
200	https://www.dsimons.org/policy/images/ohtd_graphic.svg	https://www.dsimons.org/policy/images/ohtd_graphic.svg
200	https://www.dsimons.org/policy/images/tv_graphic.jpg	https://www.dsimons.org/policy/images/tv_graphic.jpg
200	https://www.dsimons.org/policy/one_health_trial_design.html	https://www.dsimons.org/policy/one_health_trial_design.html
200	https://www.dsimons.org/policy/transmissible_vaccines.html	https://www.dsimons.org/policy/transmissible_vaccines.html
200	https://www.dsimons.org/rodent_ecology.html	https://www.dsimons.org/rodent_ecology.html
200	https://www.dsimons.org/rodent_ecology/figures/lancet_preview.jpg	https://www.dsimons.org/rodent_ecology/figures/lancet_preview.jpg
200	https://www.dsimons.org/rodent_ecology/figures/microbial_sensor.png	https://www.dsimons.org/rodent_ecology/figures/microbial_sensor.png
200	https://www.dsimons.org/rodent_ecology/lancet_pillars_view.html	https://www.dsimons.org/rodent_ecology/lancet_pillars_view.html
200	https://www.dsimons.org/rodent_ecology/sintring.html	https://www.dsimons.org/rodent_ecology/sintring.html
200	https://www.dsimons.org/site_libs/bootstrap/bootstrap.min.js	https://www.dsimons.org/site_libs/bootstrap/bootstrap.min.js
200	https://www.dsimons.org/site_libs/bootstrap/bootstrap-d1c5826da0d906d603623b91274933ba.min.css	https://www.dsimons.org/site_libs/bootstrap/bootstrap-d1c5826da0d906d603623b91274933ba.min.css
200	https://www.dsimons.org/site_libs/bootstrap/bootstrap-icons.css	https://www.dsimons.org/site_libs/bootstrap/bootstrap-icons.css
200	https://www.dsimons.org/site_libs/clipboard/clipboard.min.js	https://www.dsimons.org/site_libs/clipboard/clipboard.min.js
200	https://www.dsimons.org/site_libs/kePrint-0.0.1/kePrint.js	https://www.dsimons.org/site_libs/kePrint-0.0.1/kePrint.js
200	https://www.dsimons.org/site_libs/lightable-0.0.1/lightable.css	https://www.dsimons.org/site_libs/lightable-0.0.1/lightable.css
200	https://www.dsimons.org/site_libs/quarto-contrib/academicons-1.9.2/all.css	https://www.dsimons.org/site_libs/quarto-contrib/academicons-1.9.2/all.css
200	https://www.dsimons.org/site_libs/quarto-contrib/academicons-1.9.2/size.css	https://www.dsimons.org/site_libs/quarto-contrib/academicons-1.9.2/size.css
200	https://www.dsimons.org/site_libs/quarto-contrib/fontawesome6-0.1.0/all.css	https://www.dsimons.org/site_libs/quarto-contrib/fontawesome6-0.1.0/all.css
200	https://www.dsimons.org/site_libs/quarto-contrib/fontawesome6-0.1.0/latex-fontsize.css	https://www.dsimons.org/site_libs/quarto-contrib/fontawesome6-0.1.0/latex-fontsize.css
200	https://www.dsimons.org/site_libs/quarto-contrib/iconify-1.0.0-beta.2/iconify-icon.min.js	https://www.dsimons.org/site_libs/quarto-contrib/iconify-1.0.0-beta.2/iconify-icon.min.js
200	https://www.dsimons.org/site_libs/quarto-html/anchor.min.js	https://www.dsimons.org/site_libs/quarto-html/anchor.min.js
200	https://www.dsimons.org/site_libs/quarto-html/popper.min.js	https://www.dsimons.org/site_libs/quarto-html/popper.min.js
200	https://www.dsimons.org/site_libs/quarto-html/quarto.js	https://www.dsimons.org/site_libs/quarto-html/quarto.js
200	https://www.dsimons.org/site_libs/quarto-html/quarto-syntax-highlighting-15634bcf2e68342d4ad2dfa704d543f6.css	https://www.dsimons.org/site_libs/quarto-html/quarto-syntax-highlighting-15634bcf2e68342d4ad2dfa704d543f6.css
200	https://www.dsimons.org/site_libs/quarto-html/tabsets/tabsets.js	https://www.dsimons.org/site_libs/quarto-html/tabsets/tabsets.js
200	https://www.dsimons.org/site_libs/quarto-html/tippy.css	https://www.dsimons.org/site_libs/quarto-html/tippy.css
200	https://www.dsimons.org/site_libs/quarto-html/tippy.umd.min.js	https://www.dsimons.org/site_libs/quarto-html/tippy.umd.min.js
200	https://www.dsimons.org/site_libs/quarto-html/zenscroll-min.js	https://www.dsimons.org/site_libs/quarto-html/zenscroll-min.js
200	https://www.dsimons.org/site_libs/quarto-listing/list.min.js	https://www.dsimons.org/site_libs/quarto-listing/list.min.js
200	https://www.dsimons.org/site_libs/quarto-listing/quarto-listing.js	https://www.dsimons.org/site_libs/quarto-listing/quarto-listing.js
200	https://www.dsimons.org/site_libs/quarto-nav/headroom.min.js	https://www.dsimons.org/site_libs/quarto-nav/headroom.min.js
200	https://www.dsimons.org/site_libs/quarto-nav/quarto-nav.js	https://www.dsimons.org/site_libs/quarto-nav/quarto-nav.js
200	https://www.dsimons.org/site_libs/quarto-search/autocomplete.umd.js	https://www.dsimons.org/site_libs/quarto-search/autocomplete.umd.js
200	https://www.dsimons.org/site_libs/quarto-search/fuse.min.js	https://www.dsimons.org/site_libs/quarto-search/fuse.min.js
200	https://www.dsimons.org/site_libs/quarto-search/quarto-search.js	https://www.dsimons.org/site_libs/quarto-search/quarto-search.js
404	https://www.dsimons.org/www.linkedin.com/in/david-simons-3110b06	https://www.dsimons.org/www.linkedin.com/in/david-simons-3110b06
